id,invitation,review,reviewer_rating,annotation_round,r1,r2,r3,r4,r5,s1,s2,s3,s4,s5,proportional_agreement,average,majority
lewXU7bGuDM,ICLR.cc/2021/Conference/Paper1408/-/Official_Review,"

Update: The authors addressed part of my concerns. For the factor estimation, the proposed method relies on first order approximations while learning the posterior of the factors; however, the approximation error does not enter into the posterior.  The approximation also raises concerns regarding the convergence of the algorithm. Overall, I think the approach is promising, but some justification of the quality of the approximation is needed. Thus, I tend to keep my rating.

##############

The authors propose a streaming approach to tensor factorization with Bayesian neural networks. The problem is to factorize a three-way tensor with Gaussian noise. The proposed approach combines a Bayesian neural network (BNN) whose output predicts the entries of the tensor and the streaming variational Bayes (SVB) for incremental posterior updates. In addition, a spike-and-slab prior is placed on the BNN weights to encourage sparsity as well as prevent overfitting.  The authors performed empirical studies on four real datasets, DBLP, Anime, ACC, and MovieLen1M, where improved prediction accuracy of the tensor entries are reported.

From the empirical evaluation, the objective of the proposed approach is to ensure that the output of the BNN matches the tensor entries. However, this does not necessarily guarantee the correctness of the recovered factor matrices (input to the BNN). I feel that the problem setting of the paper is somehow different from the standard CP factorization setting where the (unique) factors are of primary interest. It would be good to add some discussions about the correctness and/or uniqueness of the uncovered factors.

Strengths:
- The idea of introducing a spike-and-slab prior in the factorization is interesting.
- Using SVB for online posterior updates is computationally practical.

Weaknesses:
- The presentation could be improved — it is not very clear how the factor matrices are estimated.
- Factorization using the proposed method is not unique (up to rescaling and permutation of the factor matrices). 
",,1,1,2,0,1,1,,The approximation also raises concerns regarding the convergence of the algorithm.~I feel that the problem setting of the paper is somehow different from the standard CP factorization setting where the (unique) factors are of primary interest.,,,,0.3,1,1
LExLxHUUQi,NeurIPS.cc/2022/Workshop/HITY/Paper3/-/Official_Review,"This paper proposes to use the peaks and droughts in training with multiplicative cyclic learning rate schedules, to construct approximations to accuracy-training tradeoff curves. While this is an ad hoc approximation, it has the advantage to be done in one training pass. The idea sounds crazy to me, but the experiments are actually pretty encouraging in the sense that the approximations are pretty accurate. Hence, I vote to accept this paper.",1: accept,1,0,0,0,1,0,"The idea sounds crazy to me, but the experiments are actually pretty encouraging in the sense that the approximations are pretty accurate.","The idea sounds crazy to me, but the experiments are actually pretty encouraging in the sense that the approximations are pretty accurate.",,,,0.6,0.2,0
MNwIj2eGPn,,"The work experiments with a flat prior in functional space for multilabel classification, in a Deep Learning setting. The network f_theta predicts, given the input x, the concentration parameters alpha of a Dirichlet prior on the vector of class probabilities. After marginalizing over class probabilities this yields the standard softmax on label probabilities (up to reparametrization $\\alpha$ <-> $\\exp{\\eta}$). 
The functional prior is built from the Dirichlet distribution with $\\alpha=1$; and evaluated on a measurement set in the data space that suitably accounts for in- and out-of-distribution points. 

I think this abstract is suitable to be presented at MIDL.

The approach is not necessarily very novel in practice, but the functional space perspective is still uncommon and interesting (including the soft-constraints induced by a prior that looks uninformative at first glance). Also, the functional viewpoint as a way to incorporate Bayesian priors in neural networks is a promising direction.

There are a few typos that can be corrected. The choice of validation is suitable and reasonably executed given the format. The entropy/ies are mentioned at the very end but not reported? 

There are a few claims that do not necessarily serve the argument:
""uncertainty outputs, which can increase patient safety [...]"" -> maybe not necessary to go there unless you have results? 
""Our method is also significantly less computationally expensive as compared to Bayesian or frequentist approaches"" -> At most it is orthogonal to being Bayesian or frequentist. The work is quite clearly using the Bayesian toolbox, including evidence lower bound computations (as per the title(!), it is an instance of variational inference).",,1,1,1,0,0,0,,,,,,0.4,0.4,0
nAKAovmTOnF,ICLR.cc/2021/Conference/Paper3396/-/Official_Review,"This paper presents a new method which can be combined with graph search algorithms to boost exploration when the uncertainty is high. This new mechanism, called TBV, can override actions given by the model to explore and verify model predictions. It is also shown in the experiments that TBV improves the model performance when combined with MCTS or BestFS. TBV utilizes graph structure of the problem and finds the solution much quicker for both MCTS and BestFS. 

While the presented method is interesting with high performance, I found many editorial errors in the writing. For example, in the second paragraph of section 3.3, 'we concentrated of exploration.', and 'In our experiments, such a version proved to be effective in in discrete', just to name a few. There are so many errors like this and the paper needs serious rewriting. Also, having a conclusion or discussion can help the structure of the paper. 

Figure 3 is unclear if the blue line is without TBV with the legend 'Right corridor visited'. It could be interesting to discuss extension of TBV into continuous environments. Reference format seems to have errors since there are underlines. "," and ""ËœIn our experiments",2,1,2,1,1,0,,"3,5-There are so many errors like this and the paper needs serious rewriting.",,[[pretty solidly 1 for me; it meets the professional language minimum but does not meet the positive requirements]],"1-<While the presented method is interesting with high performance,>~~~2,3<Figure 3 is unclear if the blue line is without TBV with the legend Ã¢â‚¬ËœRight corridor visitedÃ¢â‚¬â„¢. It could be interesting to discuss extension of TBV into continuous environments.>",0.3,1,1
NlWYvX5T-gE,ICLR.cc/2023/BlogPosts/Paper15/-/Official_Review,"This blogpost elucidates the reader on MIDI-DDSP by Wu et al. (ICLR2022), and reads like a summarisation of the original paper. As a result, there doesn't appear to be any additional content or insights above and beyond this original work. For instance, almost all the figures are derived from the original paper, and I actually found the original blogpost from the ICLR2022 paper more informative, as it includes a worked example demonstrating the workflow of MIDI-DDSP with synthesised audio examples and audible comparisons with prior work.

As a secondary note, there are also errors/typos in this blogpost. To list a few:
*  ""I has 3 separately trainable modules (DDSP Inference, Synthesis Generator, Expression Generator)"" -> ""It has 3 separately trainable modules (DDSP Inference, Synthesis Generator, Expression Generator).""
* ""As shown in below Figure 1(left) shows that strided convolution models..."" -> ""As shown below in Figure 3 (left), strided convolution models...""
* ""DDSP model overcomes above challenge and gain an advantage..."" -> ""The DDSP model overcomes the aforementioned challenge, and gains an advantage...""
* ""As Shown in above figure in left there is comparison of Mel spectrogram of synthesis results and on right it shows comparison of synthesis quality from listening test. From figure(right) it is seen that MIDI-DDSP inference is perceived as likely as ground truth compared to other methods such as MIDI2Params, Ableton and FluidSynth."" -> The figures are missing captions and labels entirely, and there were multiple figures here, so it was unclear what is being referred to. Moreover, there are issues with language and errors in capitalization.

Subsequently, I don't think this fits the requirements for the ICLR blogpost track. If the authors had provided additional insights, such as an example based on learning from polyphonic examples, then I would be comfortable recommending this (assuming the formatting issues are addressed). However, in its current state I don't believe this is appropriate.",3: Clear rejection,1,1,2,1,1,0,,"As a result, there doesn't appear to be any additional content or insights above and beyond this original work.~However, in its current state I don't believe this is appropriate.",,,,0.3,1,1
OJrxu0jIyry,ICLR.cc/2021/Conference/Paper2655/-/Official_Review,"This paper provides a theoretical connection between active inference and reinforcement learning and develops a method that can find a prior preference from experts. The new theory is derived from the concept of expected free energy (EFE) based on the free-energy principle.  Simulation experiments were conducted, and the effect of the prior preference learning was demonstrated.

The theoretical contribution of the paper is to find the relationship between EFE and negative value function and proposed a prior preference learning method. The theoretical connection is insightful and interesting. 

However, the originality of the proposed method itself is not clear from the theoretical and practical viewpoints.
In the experiment, they compared their method with a baseline method, i.e., global preference. 
There is no comparison between the pre-existing baseline method.
Though the EFE-based approach is very interesting, the authors did not succeed in providing evidence of the advantage of the proposed method.
It is questionable if this experiment is suitable for evaluating the main argument of this paper.

Also, from the viewpoint of the information-theoretic approach to RL and the relation to the free energy principle, studies related to ""control as inference"" is worth mentioning.

- Levine, Sergey. ""Reinforcement learning and control as probabilistic inference: Tutorial and review."" arXiv preprint arXiv:1805.00909 (2018).
- Okada, Masashi, and Tadahiro Taniguchi. ""Variational inference mpc for bayesian model-based reinforcement learning."" Conference on Robot Learning. 2020.
- Hafner, Danijar, et al. ""Action and perception as divergence minimization."" arXiv preprint arXiv:2009.01791 (2020).

<Minor comments>

Capitalized Q is used for representing a variational density function. Q is often used in action-value function in the context of RL. If this is not equivalent to Q-function, it cannot be very clear. I think using q is a better choice.

In 5.1.1, ""We did not run setting 2 in this study, because Acrobat is ambiguous in defining the global
preference of the environment.""
-> This may be ""setting 4.""


The definition of ""global preference"" is not given. To my understanding, the term is not so well-known in the community of imitation and reinforcement learning. That should be defined. Because of this, what the experiment showed is unclear to potential readers.


In conclusion, they describe, ""We also show that active inference can provide insights to solve the inverse RL problems."" However, they did not provide any explicit discussion over ""inverse RL."" This is actually the second time they mention ""inverse RL."" The first one is just at the end of the introduction.
This should be explicitly mentioned if the authors put this statement in conclusion.",5: Marginally below acceptance threshold,2,1,1,1,0,0,,4-It is questionable if this experiment is suitable for evaluating the main argument of this paper.,,"[[I think this meets the positivity guildelines completelyâ€¦even though it is substantially critical, it is constructive, specific, and acknowledges positive aspects]]",1-<The theoretical connection is insightful and interesting. >,0.4,0.6,1
QgIvgxhbwbi,ICLR.cc/2021/Conference/Paper1252/-/Official_Review,"This paper proposes a consistency score (C-score) that measures the expected accuracy of a held-out instance averaged over different training sample sizes, which can be useful for analyzing learning dynamics and generalization performance.

I see some problems with the proposed approach. First of all, the proposed metric is computationally very expensive since 2,000 models need to be trained for each s. Can't we simply use the learning speed of each test sample to achieve similar goals? Measuring learning speed should be computationally much simpler since it does not require training 2,000 models if we measure the learning speed for test or validation samples. Those test samples are automatically held out since they are not in the training dataset. In fact, authors show strong correlations between C-score and other measures based on learning speed in Fig. 9. Are there *real* benefits of using C-score over simpler alternatives such as measures based on learning speed, e.g., better outlier detection performance, better accuracy for detecting mis-labeled samples, better analysis of learning dynamics and generalization performance, etc.? If there's no such *real* benefit, then it's hard to justify the use of C-score considering its high computational cost.

At s=70,80,90%, there will be a lot of overlap of samples among 2,000 subsets and I don't see much value in distinguishing such cases (70%, 80%, 90%) with such fine granularity. In Fig. 4(a), they (70%, 80%, 90%) do not show much different anyway while there's a huge difference in the histograms between 10% and the rest (20% ~ 90%). To solve this problem, I suggest using something like s=1%, 2%, 4%, 8%, ..., 64% (log scale) instead of 10%, 20%, ..., 90% (linear scale). This way, we can also see the effect of very small n, which I believe is an interesting regime to study. Using log scale may also be better for comparing consistency profiles for different datasets such as CIFAR-10 and CIFAR-100. Fig. 2 shows the consistency profile curves start at around 0.2 for CIFAR-10 at s=10% while they are more spread from 0.0 to 0.85 for CIFAR-100 at s=10%. This may be an artifact of having coarse-grained intervals for s. By using log scale, we may be able to see a similar behavior between CIFAR-10 and CIFAR-100 only shifted in log scale, e.g., the consistency profile curves for CIFAR-100 may also start around 0.2 when s=1%.

I am not sure how to justify the definition of C-score that simply averages the consistency profile over uniform s from 10% to 90%. Why uniform instead of non-uniform? Why consider averaging instead of max, min, etc.? There are many other possibilities. Taking an average over uniform s seems ad hoc to me. Can authors provide a good justification? If there's no good justification, it may make sense to define C-score at a particular value of s (what authors call a point estimate) without even defining C-score averaged over s. But, this issue does not seem crucial.

How about using a higher learning rate for samples with low C-scores to facilitate learning from small number of irregular samples? This seems to be the opposite of what authors are suggesting in Figs. 8 and 9. 

It would be great if authors can improve the performance of optimizers based on the observations made in Figs. 8 and 9.",4: Ok but not good enough - rejection,2,1,0,1,1,1,,,,"[[Respectful, specific, and constructive, but not encouraging. (And maybe 'respectful' is a positivitity attribute we should consider?)]]",,0.6,0.8,1
qpdGrT40nIs,NeurIPS.cc/2022/Workshop/HITY/Paper27/-/Official_Review,"**Summary:** This paper empirically investigates the impact of regularization
techniques on the *intrinsic dimension* of model activations across the network
and how this quantity is connected to generalization. 

**Strengths, Weaknesses & Questions:**
- The paper is well-written and nicely structured with a motivating
introduction. The experiments are well thought out and the observations are
explained and discussed comprehensibly. 
- My main point of criticism: The intrinsic dimension is *the* central quantity
of your paper, but the definition you provide in lines 32-35 is quite vague and
therefore not sufficient in my opinion. I'd thus suggest adding a precise
mathematical definition and explanations of how you computed this quantity.
Without that, the reader is left with the information that it is some form of complexity
measure, which strongly limits in-depth interpretation and assessment of your
results. 
- Figures 2, 5, and 6: Almost all weight decay values are shown in gray (I guess
because you use a log-style grid to generate them). This makes it hard to
distinguish different weight decay values. I'd thus suggest using the log scale
also on the color bar.
- Figure 4: I would have expected the relationship between PID and weight decay
to be monotonic. But, this does not seem to be the case: Very small weight decay
values *and* large values lead to small PID with a maximum PID in between. Do
you have an explanation for this behavior? Also, I'd suggest using a log scale
for the weight decay axes to spread out the small values.

**Minor:**
- Line 41: I don't understand what it means for activations to *live on* a
low-dimensional manifold. 
- Figure 3: In my opinion, this Figure could be improved by using a 4x4 grid.
This way, the subplots could be ordered such that the $p$-value determines the
row and the WD-value the column. This would facilitate orientation and would
make it more obvious that the occurrence of red lines results from small $p$ and
small WD. Also, how is the y-label *Validation ID* defined - is it LLID?",1: accept,2,0,1,0,0,0,"1,2,3-- The paper is well-written and nicely structured with a motivating
 introduction. The experiments are well thought out and the observations are
 explained and discussed comprehensibly. 
 - My main point of criticism: The intrinsic dimension is *the* central quantity
 of your paper, but the definition you provide in lines 32-35 is quite vague and
 therefore not sufficient in my opinion. I'd thus suggest adding a precise
 mathematical definition and explanations of how you computed this quantity.
 Without that, the reader is left with the information that it is some form of complexity
 measure, which strongly limits in-depth interpretation and assessment of your
 results.",,,[[Generally constructive with some positive notes of encouragement. Seems professional enough and is certainly detailed.]],"1-<The paper is well-written and nicely structured with a motivating
 introduction>~~~1-<The experiments are well thought out and the observations are
 explained and discussed comprehensibly. >",0.6,0.2,0
qtUtrQ5PaOq,ICLR.cc/2023/Workshop/RRL/Paper51/-/Official_Review,"# Summary
The author present a novel algorithm for encouraging object interactions in an unsupervised exploration setting.
They propose a novel intrinsic reward formulation based on counterfactual reasoning, and show that this method outperforms baselines on multi-objects environments.

# Significance, Novelty, Impact
The paper proposes a novel intrinsic reward formulation, with two variants -- namely, forward model and successor features -- which are well-defined and motivated.
The reward formulation is general and has a great potential in tasks that contain multiple objects, for which previous intrinsic reward formulation could converge to a low hanging fruit behaviour.

# Empirical Evaluation
The method is validated empirically in two different object manipulation tasks.
The experiments contains comparison against unsupervised exploration baselines, as well as a topline with domain knowledge.
The method outperforms baselines on all tasks, and is the only method succeeding in performing object interaction in the harder task.
The author also presented extensive analysis to understand the behaviour of both variants of their method, as well as generalization experiments to unseen objects.

# Writing
The paper is clear and well-written, and succeeds in providing an intuition of both problem and method, and the balance is good between formal description and intuitive explanation.
It provides extensive evaluation, analysis and qualitative visualisation of the method.

# Remark
One interesting ablation would be to compare several types of interventions (random perturbations vs. more object-specific interventions), and study the impact on the downstream task performance.","4: Good paper, strong accept",1,0,0,0,0,0,"The paper is clear and well-written, and succeeds in providing an intuition of both problem and method, and the balance is good between formal description and intuitive explanation.
 ~~~ It provides extensive evaluation, analysis and qualitative visualisation of the method.","The paper is clear and well-written, and succeeds in providing an intuition of both problem and method, and the balance is good between formal description and intuitive explanation.",,,,1,0,0
r1eYTjcW3E,icaps-conference.org/ICAPS/2019/Workshop/XAIP/-/Paper10/Official_Review,"Motivating Example: Interesting, this gets into some Theory of Mind stuff to me, but I'm curious how it gets addressed later in the paper. ""Online Model Reconciliation"" maybe?  

Figure 1: the text in the bubbles is too small to read. I therefore lose the point of seeing it, though it does look nice.

Conclusion: What next?

Minor:

  Definition 1: the gap between the end of this and the start of the next paragraph looks like its somehow formatted oddly? Rearranging that sentence of cost(\\pi,M) so that it's not so close to the above italics would probably fix it.

  Definition 2: Your equations mess w/ the padding of the line. I might break it out similar to your definition of r(f) above.","5: Top 15% of accepted papers, strong accept",1,1,1,0,1,0,,,,,,0.4,0.6,1
r1gDTrGIKE,ICLR.cc/2019/Workshop/drlStructPred/-/Paper2/Official_Review,"This paper takes a number of widely-used algorithms for sequence generation, including maximum-likelihood, RAML, SPG and data noising and shows that they can all be viewed as optimizing a member of a family of objective functions, which is defined through three hyper-parameters that control parts of the objective - the reward, a maximum entropy term, and a KL term between a variational distribution and the model. 

The authors show the exact values of the hyper-parameters that lead to these various objectives and also shed light onto how these hyper-parameters correspond to a trade-off between the exploration and difficulty of learning, where more exploration results in a more difficult learning problem. 

Because now we have a family of objectives, the authors now naturally propose an algorithm that anneals the values of the hyper-parameters using a curriculum where simple learning without exploration happens at the beginning and more exploration is added later on to avoid local minima.

I found the analysis clear and interesting, the insights on the relation between the algorithms to be informative and the final simple algorithmic contribution to be natural and worthwhile. Overall, a nice paper that I think definitely fits well in this workshop.

It is worth noting that a similar but different attempt has been made in the context of sequence generation when there is no gold sequence given at training time: See Misra et al. 2018
http://www.cs.cornell.edu/~dkm/papers/mchy-emnlp.2018.pdf","5: Top 15% of accepted papers, strong accept",2,0,0,0,0,0,"1-I found the analysis clear and interesting, the insights on the relation between the algorithms to be informative and the final simple algorithmic contribution to be natural and worthwhile. Overall, a nice paper that I think definitely fits well in this workshop.",,,"[[Plenty of encouraging sentences, no critiques though. Positive, but NOT a prime example of an outstanding review. I'm thining it might even be beneficial, if we wanted to be really rigorous, to rate reviews on each metric of our positivity/toxicity definitions, and use some established thresholds to determine the final score...]]","1-< found the analysis clear and interesting, the insights on the relation between the algorithms to be informative and the final simple algorithmic contribution to be natural and worthwhile. Overall, a nice paper that I think definitely fits well in this workshop.>",1,0,0
r1gEDoHi2Q,ICLR.cc/2019/Conference/-/Paper1005/Official_Review,"The stated contribution of the paper is the development of a model to learn continuous representations of k-mers from RNA sequencing experiments in an annotation-free manner. The paper motivates this model by considering analysis challenges faced in cancer genomics. This introduction serves well to frame the paper towards addressing these challenges. In particular, the authors highlight challenges faced in recognizing and quantifying patient/tumor-specific RNASeq based expression estimates involving structural variants and indels, which have and continue to be a challenge for existing tools. 

Despite this, we are not enthusiastic about the paper for the following reasons:
Narrow and incomplete view of commonly used modern RNA-seq tools/pipelines and their application/use in biomedical research.

The proposed computational method is computationally intractable and is unlikely to ever scale to the genome-wide context.

Described experiments are without context to the existing literature of tools designed to address the biological challenge and by construction are not annotation free.

We further describe these reasons in the following subsections. Overall, we do not believe that the described model/experiments demonstrate utility for either the specific problems in cancer genomics that motivate the paper or the biomedical research field in general.

Narrow and incomplete view of RNA-seq tools/pipelines/application:
------------------
""Reducing this rich data to only the detection of annotated genes [...] is not appropriate for analysis"". Modern RNA-seq pipelines also perform quantification and differential analysis at a minimum.
The description of the standard RNA-seq experiment is problematic:
Sequencing is of cDNA after reverse transcription, not RNA.
Ignores paired end reads (especially with longer insert sizes for fusion detection)
Shredder poor analogy given multiple distinct reads from same sequence, known biases in process
""[...] multiple sequence alignment is an NP-hard problem"". This is true but irrelevant.
Chromosomal translocations are indeed hard to detect by RNA-seq, but not impossible. There are strategies implemented in commonly used tools such as STAR, kallisto, and others to detect these and other structural variants. Individual reads do not have to themselves cover the sequence where translocation occurs, instead read pairs can imply that the insert contains a translocation -- in this case, sequence similarity is much higher. Regardless, cheaper orthogonal assays exist that can detect these events.
""The standard RNA-Seq analysis pipeline has a mean processing times of 28 core hours for mapping with software TopHat, followed by an additional 14 hours of quantification"". See ""Please stop using TopHat"" (https://twitter.com/lpachter/status/937055346987712512?lang=en) by one of the authors of TopHat and the senior author of the cited paper. Standard pipelines use newer aligners like STAR which are substantially faster.
""Reference based methods yield a relative abundance measurement of genes, which are by definition, hand crafted features"". Relating results back to genes is important to be able to connect sequencing results back to known biology. We see the fact that there is no obvious map from the proposed method back to genetic information as a weakness.

Proposed computational method computationally intractable and unlikely to scale to genome-wide context
------------------------
Plus:
Paper does acknowledge that scalability is a limitation.
Minus:
Lower bound of range of unique kmers per sample without pre-filtering is 10 billion; note that storing counts uncompressed as 32-bit integers corresponds to over 37GB per sample.
Experiments are for only four genes, two at a time with a 2-dimensional embedding. Unclear how patterns will hold when considering k-mers from more genes simultaneously or how embedding could scale. Model formulation suggests that k-mers from co-expressed genes will have similar embeddings, which could complicate visual inspection.
Abstract states that ""learned representation both useful for visualization as well as analysis"". Unclear what is done with model/embeddings besides visualization -- non-visual analyses are performed with k-mer counts before embedding. Identification of abnormalities are described only by visual inspection, which is unlikely to scale as more k-mers are added and/or if the dimensionality of the embedding increases.

Experiments without context to existing literature and are not annotation free
----------------------------------------

The paper describes that existing methods are limited by their dependence on annotations. The paper does not describe existing methods using annotations designed to address tasks/applications suggested for the new model. The paper does not compare developed model to these existing methods. To make the experiments performed in the paper computationally tractable, RNA-seq reads are aligned to the reference genome (annotations of sequence) and sequences in specific regions, defined with respect to genes of interest (annotations of genes). The experiments are therefore dependent on annotation although they lose their information/interpretability in this context. The paper notes that many kmers are not included in exonic sequences according to exact matches to annotations of coding sequence. Nonetheless, these reads are in this dataset, which means they are also identified by standard tools/annotations despite their differences. In Figure 3, embedding overlap between kmers in the annotated coding sequence of ZFX and ZFY are illustrated. It would be helpful to show the proportions of reads that were used for this analysis that mapped uniquely vs not to genomic intervals in these genes (reads rather than kmers). In this regard, the absence of any note or methods describing how reads were mapped (what method, with which parameters) to reference (which reference genome, which gene annotations) is a serious limitation.

Other notes
---------------------
The heatmap in Figure 5A is ambiguous and could be improved by better annotating what is on rows/columns, perhaps also including numeric information textually in addition to by color.
Identification of kmers spanning translocation region (illustrated in embedding space by 5B) was done entirely without kmer2vec (identifying exclusive kmers, assembly of kmers, BLAST alignment to two chromosomes). Thus, claim that, as a consequence, ""kmer2vec captures real genomic abnormalities and allows to extract directly from the kmer embedding space the abnormal sequence"" is unsubstantiated.

",,1,1,2,1,1,0,,Narrow and incomplete view of commonly used modern RNA-seq tools/pipelines and their application/use in biomedical research.,"Overall, we do not believe that the described model/experiments demonstrate utility for either the specific problems in cancer genomics that motivate the paper or the biomedical research field in general.",,,0.3,1,1
r1OoL_Yxz,ICLR.cc/2018/Conference/-/Paper17/Official_Review,"The authors suggest using a mixture of shared and individual rewards within a MARL environment to induce cooperation among independent agents. They show that on their specific application this can lead to a better overall global performance than purely sharing the global signal, or using just the independent rewards.

The paper is a little too focused on the packet routing example domain and fails to deliver much in terms of a general theory of reward design for cooperative behaviours beyond showing that mixed rewards can lead to improved results in their domain. They discuss what and how rewards, and this could be made more formal, as well as (at the very least) some guiding principles to follow when mixing rewards. It feels like there is a missing section between sections 2 and 3, where this methodological content could be described.

The rest of the paper has similar issues, with key intuition and concepts either missing entirely or under-represented. The technical content often assumes that the reader is familiar with certain terms, and it is difficult to see what meaningful conclusions can be drawn from the evaluation.


On a minor note, the use of the term cooperative in this paper could be better defined. In game theory, cooperative games are those in which agents share rewards. Non-cooperative (game theory) games are those where agents have general reward signals (not necessarily cooperature or adversarial). Conventionally (yes there is existing reward design/shaping literature for MARL) people have used the same terms in MARL. Perhaps the authors could define their approach as weakly cooperative, or emergent cooperation.

The related work could be better described. There are existing papers on MARL and the issues with cooperation among independent learners, and this could be referenced. This includes reward shaping and reward potential. I would also have expected to see brief mention of empowerment in this section too (the agent favouring states where it has the power to control outcomes in an information theoretic sense), as an underyling principle for intrinsic reward. However, more importantly, the authors really needed to do more to synthesize this into an overall picture of what principles are at play and what ideas/methods exist that have tried to exploit some of these principles.

Detailed comments:
  ""¢ [p2] the authors say ""We set the meta reward signals as 1 - max(U l )."", before they define what U_l is.
  ""¢ [p2] we have ""As many applications in the real world can be modeled using similar
methods, we expect that other fields can also benefit from this work."" This statement is too vague, and the authors could do more to identify which application areas might benefit.
  ""¢ [p3, first para] ""However, the reward design studies for MARL is so limited."" Drop the word 'so'. Also, I would argue that there have been quite a few (non-deep) discussions about reward design in MARL, cooperative, non-cooperative and competitive domains. 
  ""¢ [p3, sec 2.2] ""This makes the diligent agents confuse about..."" should be ""confused"", and I would advise against anthropomorphism at least when the meaning is obscured.
  ""¢ [p3, sec 3] ""After having considered several other options, we finally choose the Packet Routing Domain as our experimental environments."" Not sure what useful information is being conveyed here.
  ""¢ [sec 3] THe domain could be better described with intuition and formal descriptions, e.g. link utilization ratio, etc, before.
  ""¢ [p6] ""Importantly, the proposed blR seems to have similar capacity with dlR,"" The discussion here is all in terms of the reward acronyms with very little call on intuition or other such assistance to the reader.
  ""¢ [p7] ""We firstly try gR without any thinking"" The language could be better here.", before they define what U_l is.,2,1,1,1,1,0,,3-The paper is a little too focused on the packet routing example domain and fails to deliver much in terms of a general theory of reward design for cooperative behaviours beyond showing that mixed rewards can lead to improved results in their domain.,,"[[Even though there's not a lot of positivity, I just can't help but see this as a textbook example of specific and constructive feedback--it really fulfills those positivity requirements. Not a hint of mean-spiritedness]]","2,3-<It feels like there is a missing section between sections 2 and 3, where this methodological content could be described.
 >",0.6,0.8,1
rBxeRAL2CWc,ICLR.cc/2022/Workshop/OSC/Paper27/-/Official_Review,"Overall, it was difficult to understand the main approach presented in the paper. 
It was unclear as to the kind of environments that were being considered in the approach. The presentation could have benefitted significantly by considering a few standard environments / domains; then following that with the approach and discussing each component of the approach.","1: Technically incorrect, off-topic, or other significant issues - rejection",2,1,1,1,1,1,,,,"[[Though this did offer some constructive criticism, it didn't seem to offer any encouragement or highlight anything in detail. So I don't think it can count as positive]]",,1,1,1
rJe9Ftrkj4,icaps-conference.org/ICAPS/2019/Workshop/SPARK/-/Paper4/Official_Review,"This paper focuses on the use of P&S techniques for Home Health Care Management. In particular, it addresses the problem of scheduling the work of a number of caregivers in order to deal with the current services demand. In a nutshell, the idea is to take a multi-agent perspective: each caregiver is a different agent, described by her own characteristics, that can cooperate with others in order to satisfy the overall demand. The core of the method relies on the possibility to break tasks between 2 agents with different qualification levels. 
Some ideas to address the dynamic aspects of the problem at hand are also introduced and discussed. 

The paper is generally easy to follow: the addressed problem is formalised, and an ad-hoc algorithm is proposed to deal with it. On this matter, I'd have preferred to get more information about the P&S techniques, and possibly the use of more general (domain-independent) approaches. As it stands, it does not give too much to the SPARK community, as I struggle to see how the proposed approaches can be used in different domains. I'm wondering, for instance, how good would a SLS approach perform. 

All in all, the paper deals with an interesting problem, and can be of interest for the SPARK community. For future work in the area, I'd suggest the authors to either (a) focus on SLS or MIP approaches, or (b) investigate how more general existing planning techniques can deal with the specific problem. In particular, (b) would potentially provide insights and lessons for the wider ICAPS community.",3: Marginally above acceptance threshold,1,0,1,0,1,0,"The paper is generally easy to follow: the addressed problem is formalised, and an ad-hoc algorithm is proposed to deal with it",,,,,0.4,0.4,0
rJekQDxD2m,ICLR.cc/2019/Conference/-/Paper913/Official_Review,"This paper propose to add an OT-based regularization term to seq-2-seq models in order to better take into account the distance between the generated and the reference and/or source sentences, allowing one to capture the semantic meaning of the sequences. Indeed, it allows the computation of a distance between embeddings of a set of words, and this distance is then used to define a penalized objective function.
The main issue with this computation is that it provides a distance between a set of words but not a sequence of words. The ordering is then not taken into account. Authors should discuss this point in the paper.
Experiments show an improvement of the method w.r.t. not penalized loss.

Minor comments:
- in Figure 1, the OT matching as described in the text is not the solution of eq (2) but rather the solution of eq. (3) or the entropic regularization (the set of ""edges"" is higher than the admissible highest number of edges).
- Introduction ""OT [...] providing a natural measure of distance for sequences comparisons"": it is not clear why this statement is true. OT allows comparing distributions, with no notion of ordering (see above).  
- Table 1: what is NMT?
- first paragraph, p7: how do you define a ""substantial"" improvement of the scores?
- how do you set parameter $\\gamma$ in the experiments? Why did you choose \\beta=0.5 for the ipot algorithm?

",5: Marginally below acceptance threshold,1,0,1,0,1,0,,,,,,0.4,0.4,0
